"county","county_ascii","county_full","county_fips","state_id","state_name","lat","lng","population"
"Uinta","Uinta","Uinta County","56041","WY","Wyoming","41.2876","-110.5476","20479"
"Spencer","Spencer","Spencer County","18147","IN","Indiana","38.0141","-87.0077","20447"
"Washington","Washington","Washington County","13303","GA","Georgia","32.9695","-82.7959","20436"
"Kewaunee","Kewaunee","Kewaunee County","55061","WI","Wisconsin","44.5161","-87.6153","20387"
"Wayne","Wayne","Wayne County","28153","MS","Mississippi","31.6408","-88.6958","20373"
"Clay","Clay","Clay County","21051","KY","Kentucky","37.1597","-83.7147","20368"
"Washington","Washington","Washington County","31177","NE","Nebraska","41.5311","-96.2220","20361"
"Richland","Richland","Richland Parish","22083","LA","Louisiana","32.4178","-91.7635","20350"
"DeWitt","DeWitt","DeWitt County","48123","TX","Texas","29.0821","-97.3567","20340"
"Taylor","Taylor","Taylor County","55119","WI","Wisconsin","45.2116","-90.5012","20325"
"Carbon","Carbon","Carbon County","49007","UT","Utah","39.6481","-110.5887","20308"
"Saluda","Saluda","Saluda County","45081","SC","South Carolina","34.0061","-81.7269","20303"
"Carroll","Carroll","Carroll County","19027","IA","Iowa","42.0362","-94.8606","20281"
"Morgan","Morgan","Morgan County","29141","MO","Missouri","38.4237","-92.8860","20271"
"Ashley","Ashley","Ashley County","05003","AR","Arkansas","33.1912","-91.7685","20270"
"Winneshiek","Winneshiek","Winneshiek County","19191","IA","Iowa","43.2906","-91.8437","20262"
"Pickens","Pickens","Pickens County","01107","AL","Alabama","33.2808","-88.0888","20243"
"Franklin","Franklin","Franklin Parish","22041","LA","Louisiana","32.1332","-91.6738","20238"
"Cherokee","Cherokee","Cherokee County","20021","KS","Kansas","37.1693","-94.8463","20179"
"Breckinridge","Breckinridge","Breckinridge County","21027","KY","Kentucky","37.7734","-86.4293","20176"
"Dakota","Dakota","Dakota County","31043","NE","Nebraska","42.3911","-96.5646","20173"
"Duchesne","Duchesne","Duchesne County","49013","UT","Utah","40.2982","-110.4252","20148"
"Labette","Labette","Labette County","20099","KS","Kansas","37.1913","-95.2976","20119"
"Fulton","Fulton","Fulton County","18049","IN","Indiana","41.0470","-86.2635","20096"
"Adams","Adams","Adams County","55001","WI","Wisconsin","43.9695","-89.7704","20094"
"Polk","Polk","Polk County","05113","AR","Arkansas","34.4859","-94.2281","20094"
"Carroll","Carroll","Carroll County","18015","IN","Indiana","40.5828","-86.5635","20074"
"Buena Vista","Buena Vista","Buena Vista County","19021","IA","Iowa","42.7355","-95.1511","20058"
"Bourbon","Bourbon","Bourbon County","21017","KY","Kentucky","38.2067","-84.2172","20058"
"Lavaca","Lavaca","Lavaca County","48285","TX","Texas","29.3843","-96.9301","20021"
"Northampton","Northampton","Northampton County","37131","NC","North Carolina","36.4178","-77.3969","19946"
"Jones","Jones","Jones County","48253","TX","Texas","32.7399","-99.8788","19943"
"Henry","Henry","Henry County","19087","IA","Iowa","40.9880","-91.5445","19941"
"Warren","Warren","Warren County","37185","NC","North Carolina","36.3965","-78.1067","19898"
"Frio","Frio","Frio County","48163","TX","Texas","28.8678","-99.1082","19871"
"Davison","Davison","Davison County","46035","SD","South Dakota","43.6747","-98.1460","19871"
"Martin","Martin","Martin County","27091","MN","Minnesota","43.6743","-94.5512","19852"
"DeKalb","DeKalb","DeKalb County","47041","TN","Tennessee","35.9799","-85.8328","19847"
"Butler","Butler","Butler County","01013","AL","Alabama","31.7524","-86.6803","19828"
"Fayette","Fayette","Fayette County","19065","IA","Iowa","42.8626","-91.8444","19803"
"Concordia","Concordia","Concordia Parish","22029","LA","Louisiana","31.4459","-91.6401","19778"
"Smith","Smith","Smith County","47159","TN","Tennessee","36.2505","-85.9567","19740"
"McIntosh","McIntosh","McIntosh County","40091","OK","Oklahoma","35.3736","-95.6668","19725"
"Freestone","Freestone","Freestone County","48161","TX","Texas","31.7049","-96.1491","19714"
"Clay","Clay","Clay County","28025","MS","Mississippi","33.6557","-88.7815","19640"
"Douglas","Douglas","Douglas County","17041","IL","Illinois","39.7694","-88.2174","19623"
"Adams","Adams","Adams County","53001","WA","Washington","46.9834","-118.5606","19594"
"Hampton","Hampton","Hampton County","45049","SC","South Carolina","32.7763","-81.1407","19564"
"Chaffee","Chaffee","Chaffee County","08015","CO","Colorado","38.7470","-106.1941","19557"
"Orange","Orange","Orange County","18117","IN","Indiana","38.5418","-86.4950","19545"
"Lincoln","Lincoln","Lincoln County","30053","MT","Montana","48.5424","-115.4051","19537"
"Kent","Kent","Kent County","24029","MD","Maryland","39.2545","-76.0399","19536"
"Greene","Greene","Greene County","51079","VA","Virginia","38.2976","-78.4669","19519"
"Montague","Montague","Montague County","48337","TX","Texas","33.6757","-97.7246","19489"
"Union","Union","Union County","47173","TN","Tennessee","36.2879","-83.8375","19488"
"Lincoln","Lincoln","Lincoln County","35027","NM","New Mexico","33.7453","-105.4593","19461"
"Tishomingo","Tishomingo","Tishomingo County","28141","MS","Mississippi","34.7404","-88.2393","19441"
"Holmes","Holmes","Holmes County","12059","FL","Florida","30.8679","-85.8140","19432"
"Jackson","Jackson","Jackson County","19097","IA","Iowa","42.1717","-90.5743","19401"
"Bertie","Bertie","Bertie County","37015","NC","North Carolina","36.0662","-76.9787","19380"
"East Feliciana","East Feliciana","East Feliciana Parish","22037","LA","Louisiana","30.8451","-91.0455","19371"
"Marengo","Marengo","Marengo County","01091","AL","Alabama","32.2477","-87.7895","19321"
"Lincoln","Lincoln","Lincoln County","56023","WY","Wyoming","42.2639","-110.6560","19274"
"Pierce","Pierce","Pierce County","13229","GA","Georgia","31.3588","-82.2128","19250"
"Marion","Marion","Marion County","21155","KY","Kentucky","37.5525","-85.2696","19244"
"Adair","Adair","Adair County","21001","KY","Kentucky","37.1042","-85.2806","19222"
"Perry","Perry","Perry County","29157","MO","Missouri","37.7072","-89.8244","19191"
"Elbert","Elbert","Elbert County","13105","GA","Georgia","34.1168","-82.8401","19166"
"Berrien","Berrien","Berrien County","13019","GA","Georgia","31.2760","-83.2296","19152"
"Langlade","Langlade","Langlade County","55067","WI","Wisconsin","45.2624","-89.0719","19146"
"Benton","Benton","Benton County","29015","MO","Missouri","38.2948","-93.2879","19107"
"Perry","Perry","Perry County","18123","IN","Indiana","38.0796","-86.6380","19102"
"Covington","Covington","Covington County","28031","MS","Mississippi","31.6332","-89.5526","18978"
"Crawford","Crawford","Crawford County","17033","IL","Illinois","39.0027","-87.7596","18972"
"Jefferson","Jefferson","Jefferson County","20087","KS","Kansas","39.2358","-95.3834","18890"
"Roosevelt","Roosevelt","Roosevelt County","35041","NM","New Mexico","34.0212","-103.4800","18888"
"Dickinson","Dickinson","Dickinson County","20041","KS","Kansas","38.8665","-97.1527","18828"
"Paulding","Paulding","Paulding County","39125","OH","Ohio","41.1166","-84.5802","18809"
"Brantley","Brantley","Brantley County","13025","GA","Georgia","31.1969","-81.9819","18756"
"Green Lake","Green Lake","Green Lake County","55047","WI","Wisconsin","43.8004","-89.0449","18755"
"Waseca","Waseca","Waseca County","27161","MN","Minnesota","44.0221","-93.5873","18740"
"Deaf Smith","Deaf Smith","Deaf Smith County","48117","TX","Texas","34.9660","-102.6050","18736"
"Hart","Hart","Hart County","21099","KY","Kentucky","37.2999","-85.8847","18729"
"Harrison","Harrison","Harrison County","21097","KY","Kentucky","38.4418","-84.3314","18722"
"Macon","Macon","Macon County","01087","AL","Alabama","32.3859","-85.6927","18708"
"Banks","Banks","Banks County","13011","GA","Georgia","34.3541","-83.4974","18708"
"Long","Long","Long County","13183","GA","Georgia","31.7526","-81.7457","18692"
"Spencer","Spencer","Spencer County","21215","KY","Kentucky","38.0325","-85.3278","18680"
"Lamar","Lamar","Lamar County","13171","GA","Georgia","33.0765","-84.1395","18672"
"McDowell","McDowell","McDowell County","54047","WV","West Virginia","37.3785","-81.6536","18661"
"Plumas","Plumas","Plumas County","06063","CA","California","40.0046","-120.8385","18660"
"Houston","Houston","Houston County","27055","MN","Minnesota","43.6714","-91.4929","18648"
"Los Alamos","Los Alamos","Los Alamos County","35028","NM","New Mexico","35.8694","-106.3074","18625"
"Phillips","Phillips","Phillips County","05107","AR","Arkansas","34.4283","-90.8480","18606"
"Morgan","Morgan","Morgan County","13211","GA","Georgia","33.5909","-83.4923","18507"
"Madison","Madison","Madison County","12079","FL","Florida","30.4441","-83.4701","18460"
"Cedar","Cedar","Cedar County","19031","IA","Iowa","41.7723","-91.1324","18457"
"Pike","Pike","Pike County","29163","MO","Missouri","39.3438","-91.1714","18455"
"Appling","Appling","Appling County","13001","GA","Georgia","31.7492","-82.2889","18440"
"Attala","Attala","Attala County","28007","MS","Mississippi","33.0863","-89.5815","18437"
"Humphreys","Humphreys","Humphreys County","47085","TN","Tennessee","36.0408","-87.7756","18435"
"Drew","Drew","Drew County","05043","AR","Arkansas","33.5895","-91.7200","18417"
"Poweshiek","Poweshiek","Poweshiek County","19157","IA","Iowa","41.6864","-92.5315","18388"
"Beadle","Beadle","Beadle County","46005","SD","South Dakota","44.4145","-98.2781","18346"
"Pike","Pike","Pike County","13231","GA","Georgia","33.0923","-84.3892","18327"
"Bosque","Bosque","Bosque County","48035","TX","Texas","31.9004","-97.6343","18296"
"Otero","Otero","Otero County","08089","CO","Colorado","37.9026","-103.7165","18282"
"Stone","Stone","Stone County","28131","MS","Mississippi","30.7900","-89.1177","18276"
"Eastland","Eastland","Eastland County","48133","TX","Texas","32.3271","-98.8323","18273"
"Montour","Montour","Montour County","42093","PA","Pennsylvania","41.0279","-76.6586","18259"
"Winston","Winston","Winston County","28159","MS","Mississippi","33.0885","-89.0344","18229"
"Fentress","Fentress","Fentress County","47049","TN","Tennessee","36.3805","-84.9324","18213"
"Wright","Wright","Wright County","29229","MO","Missouri","37.2702","-92.4687","18203"
"Simpson","Simpson","Simpson County","21213","KY","Kentucky","36.7420","-86.5822","18183"
"Jefferson","Jefferson","Jefferson County","19101","IA","Iowa","41.0318","-91.9489","18148"
"Bethel","Bethel","Bethel Census Area","02050","AK","Alaska","60.9132","-159.8180","18134"
"Grant","Grant","Grant County","05053","AR","Arkansas","34.2900","-92.4236","18126"
"Burleson","Burleson","Burleson County","48051","TX","Texas","30.4925","-96.6214","18058"
"Young","Young","Young County","48503","TX","Texas","33.1766","-98.6878","18036"
"Andrews","Andrews","Andrews County","48003","TX","Texas","32.3050","-102.6377","18036"
"Hancock","Hancock","Hancock County","17067","IL","Illinois","40.4037","-91.1647","17983"
"Inyo","Inyo","Inyo County","06027","CA","California","36.5111","-117.4107","17977"
"Gilchrist","Gilchrist","Gilchrist County","12041","FL","Florida","29.7258","-82.8004","17953"
"Pitkin","Pitkin","Pitkin County","08097","CO","Colorado","39.2171","-106.9166","17926"
"Schuyler","Schuyler","Schuyler County","36097","NY","New York","42.3938","-76.8752","17920"
"Arkansas","Arkansas","Arkansas County","05001","AR","Arkansas","34.2908","-91.3749","17914"
"Southampton","Southampton","Southampton County","51175","VA","Virginia","36.7204","-77.1061","17880"
"Park","Park","Park County","08093","CO","Colorado","39.1193","-105.7171","17867"
"Ste. Genevieve","Ste. Genevieve","Ste. Genevieve County","29186","MO","Missouri","37.8944","-90.1945","17848"
"Unicoi","Unicoi","Unicoi County","47171","TN","Tennessee","36.1107","-82.4323","17811"
"Russell","Russell","Russell County","21207","KY","Kentucky","36.9911","-85.0587","17778"
"Yancey","Yancey","Yancey County","37199","NC","North Carolina","35.8989","-82.3076","17760"
"Johnson","Johnson","Johnson County","47091","TN","Tennessee","36.4549","-81.8518","17753"
"Westmoreland","Westmoreland","Westmoreland County","51193","VA","Virginia","38.1119","-76.8041","17751"
"Patrick","Patrick","Patrick County","51141","VA","Virginia","36.6783","-80.2844","17748"
"Franklin","Franklin","Franklin County","05047","AR","Arkansas","35.5123","-93.8906","17738"
"Holmes","Holmes","Holmes County","28051","MS","Mississippi","33.1235","-90.0921","17737"
"Morgan","Morgan","Morgan County","54065","WV","West Virginia","39.5604","-78.2578","17709"
"Randolph","Randolph","Randolph County","05121","AR","Arkansas","36.3415","-91.0277","17695"
"Radford","Radford","Radford City","51750","VA","Virginia","37.1229","-80.5587","17691"
"Cooper","Cooper","Cooper County","29053","MO","Missouri","38.8435","-92.8101","17660"
"Clayton","Clayton","Clayton County","19043","IA","Iowa","42.8447","-91.3414","17625"
"Haywood","Haywood","Haywood County","47075","TN","Tennessee","35.5832","-89.2838","17623"
"Benzie","Benzie","Benzie County","26019","MI","Michigan","44.6387","-86.0155","17615"
"Hughes","Hughes","Hughes County","46065","SD","South Dakota","44.3890","-99.9960","17608"
"Kalkaska","Kalkaska","Kalkaska County","26079","MI","Michigan","44.6847","-85.0902","17585"
"New Madrid","New Madrid","New Madrid County","29143","MO","Missouri","36.5946","-89.6517","17560"
"Avery","Avery","Avery County","37011","NC","North Carolina","36.0765","-81.9226","17506"
"Andrew","Andrew","Andrew County","29003","MO","Missouri","39.9835","-94.8021","17503"
"McCreary","McCreary","McCreary County","21147","KY","Kentucky","36.7371","-84.4842","17465"
"Richland","Richland","Richland County","55103","WI","Wisconsin","43.3756","-90.4295","17459"
"Garrard","Garrard","Garrard County","21079","KY","Kentucky","37.6396","-84.5377","17445"
"Colonial Heights","Colonial Heights","Colonial Heights City","51570","VA","Virginia","37.2650","-77.3969","17428"
"Mariposa","Mariposa","Mariposa County","06043","CA","California","37.5815","-119.9054","17420"
"Edgar","Edgar","Edgar County","17045","IL","Illinois","39.6786","-87.7456","17407"
"Lee","Lee","Lee County","45061","SC","South Carolina","34.1633","-80.2545","17365"
"Greene","Greene","Greene County","13133","GA","Georgia","33.5788","-83.1667","17349"
"Gem","Gem","Gem County","16045","ID","Idaho","44.0616","-116.3975","17331"
"Dukes","Dukes","Dukes County","25007","MA","Massachusetts","41.3961","-70.6501","17312"
"Falls","Falls","Falls County","48145","TX","Texas","31.2533","-96.9359","17272"
"Leon","Leon","Leon County","48289","TX","Texas","31.2965","-95.9957","17225"
"Chickasaw","Chickasaw","Chickasaw County","28017","MS","Mississippi","33.9208","-88.9479","17193"
"Chester","Chester","Chester County","47023","TN","Tennessee","35.4217","-88.6135","17190"
"Delaware","Delaware","Delaware County","19055","IA","Iowa","42.4712","-91.3673","17183"
"Cook","Cook","Cook County","13075","GA","Georgia","31.1540","-83.4305","17177"
"Seward","Seward","Seward County","31159","NE","Nebraska","40.8724","-97.1395","17171"
"Warren","Warren","Warren County","17187","IL","Illinois","40.8488","-90.6150","17146"
"Sharp","Sharp","Sharp County","05135","AR","Arkansas","36.1612","-91.4799","17139"
"Henry","Henry","Henry County","01067","AL","Alabama","31.5147","-85.2414","17133"
"Dickinson","Dickinson","Dickinson County","19059","IA","Iowa","43.3779","-95.1509","17127"
"Mason","Mason","Mason County","21161","KY","Kentucky","38.5952","-83.8241","17112"
"Scurry","Scurry","Scurry County","48415","TX","Texas","32.7463","-100.9164","17096"
"Sevier","Sevier","Sevier County","05133","AR","Arkansas","33.9972","-94.2412","17081"
"Hardin","Hardin","Hardin County","19083","IA","Iowa","42.3839","-93.2404","17061"
"Buckingham","Buckingham","Buckingham County","51029","VA","Virginia","37.5722","-78.5288","17059"
